178;117;150
50;100;200
255;255;255
255;20;0
255;20;0
200;116;64
255;255;255
50;100;200
20;20;255
0;20;0
255;255;255
75;116;100
0;20;0
178;117;150
211;110;70
0;20;255
10;150;99
178;117;150
0;255;0
0;20;255
0;20;0
75;116;100
178;117;150
255;20;0
75;116;100
0;255;0
10;150;99
0;20;0
255;255;255
50;100;200
0;255;0
0;20;255
200;116;64
200;116;64
20;20;255
75;116;100
0;20;255
211;110;70
255;255;255
211;110;70
178;117;150
0;255;0
211;110;70
75;116;100
0;255;0
200;116;64
255;20;0
200;116;64
0;20;0
200;116;64
255;255;255
10;150;99
0;20;0
75;116;100
255;255;255
255;255;255
0;20;0
200;116;64
0;20;0
50;100;200
255;255;255
10;150;99
50;100;200
200;116;64
10;150;99
211;110;70
75;116;100
255;20;0
20;20;255
20;20;255
255;20;0
255;255;255
255;20;0
255;255;255
0;20;0
0;20;0
0;255;0
211;110;70
10;150;99
20;20;255
0;255;0
75;116;100
0;20;0
20;20;255
75;116;100
178;117;150
0;20;255
211;110;70
50;100;200
255;20;0
75;116;100
211;110;70
255;20;0
10;150;99
255;255;255
75;116;100
211;110;70
75;116;100
255;20;0
255;20;0
0;255;0
200;116;64
211;110;70
20;20;255
255;255;255
200;116;64
0;20;255
255;20;0
20;20;255
211;110;70
50;100;200
211;110;70
178;117;150
255;255;255
211;110;70
0;20;0
50;100;200
255;20;0
20;20;255
75;116;100
0;20;255
178;117;150
0;255;0
75;116;100
75;116;100
0;20;255
0;20;0
255;255;255
178;117;150
200;116;64
10;150;99
178;117;150
0;20;0
200;116;64
200;116;64
255;255;255
50;100;200
0;20;255
75;116;100
0;20;0
255;20;0
20;20;255
50;100;200
255;255;255
200;116;64
255;255;255
211;110;70
50;100;200
50;100;200
211;110;70
75;116;100
10;150;99
50;100;200
20;20;255
255;255;255
255;255;255
75;116;100
200;116;64
200;116;64
211;110;70
20;20;255
50;100;200
255;20;0
178;117;150
211;110;70
75;116;100
20;20;255
0;20;0
255;20;0
0;255;0
0;255;0
75;116;100
178;117;150
0;20;255
211;110;70
10;150;99
255;20;0
255;20;0
255;255;255
211;110;70
255;20;0
75;116;100
10;150;99
50;100;200
0;20;0
10;150;99
178;117;150
200;116;64
178;117;150
178;117;150
200;116;64
0;255;0
0;255;0
178;117;150
20;20;255
0;255;0
20;20;255
0;255;0
255;20;0
255;255;255
0;255;0
178;117;150
20;20;255
0;20;0
211;110;70
211;110;70
75;116;100
200;116;64
50;100;200
0;255;0
50;100;200
50;100;200
20;20;255
0;255;0
178;117;150
50;100;200
211;110;70
75;116;100
255;255;255
75;116;100
178;117;150
0;20;255
0;20;0
0;255;0
0;20;255
178;117;150
0;20;0
10;150;99
20;20;255
0;20;0
10;150;99
10;150;99
255;255;255
255;20;0
0;20;255
255;20;0
75;116;100
10;150;99
0;20;255
0;20;255
50;100;200
20;20;255
200;116;64
0;20;255
255;20;0
211;110;70
10;150;99
200;116;64
200;116;64
200;116;64
50;100;200
0;20;0
211;110;70
75;116;100
10;150;99
50;100;200
0;20;0
10;150;99
255;20;0
0;255;0
0;255;0
255;20;0
75;116;100
200;116;64
200;116;64
10;150;99
10;150;99
20;20;255
10;150;99
178;117;150
211;110;70
75;116;100
0;20;255
200;116;64
178;117;150
255;20;0
75;116;100
10;150;99
0;20;0
0;20;255
0;20;0
200;116;64
75;116;100
255;20;0
10;150;99
200;116;64
0;20;0
255;255;255
50;100;200
255;20;0
200;116;64
200;116;64
0;20;0
255;20;0
0;20;0
0;20;255
255;20;0
0;255;0
75;116;100
20;20;255
255;20;0
211;110;70
0;20;255
200;116;64
75;116;100
255;20;0
50;100;200
0;20;0
0;20;255
200;116;64
178;117;150
255;20;0
200;116;64
20;20;255
255;20;0
10;150;99
178;117;150
0;20;0
20;20;255
211;110;70
255;255;255
0;20;0
10;150;99
200;116;64
211;110;70
255;20;0
200;116;64
0;255;0
10;150;99
255;20;0
50;100;200
255;20;0
0;255;0
75;116;100
255;255;255
0;20;255
10;150;99
0;20;255
178;117;150
50;100;200
20;20;255
178;117;150
0;20;255
255;255;255
0;255;0
178;117;150
75;116;100
255;20;0
211;110;70
255;255;255
10;150;99
255;255;255
211;110;70
255;20;0
211;110;70
75;116;100
0;255;0
0;20;0
211;110;70
211;110;70
200;116;64
255;255;255
0;255;0
0;20;0
0;255;0
200;116;64
10;150;99
0;20;255
255;255;255
211;110;70
255;255;255
255;20;0
211;110;70
0;20;0
20;20;255
178;117;150
0;255;0
211;110;70
178;117;150
50;100;200
10;150;99
0;20;255
10;150;99
255;255;255
0;255;0
20;20;255
255;20;0
0;255;0
0;255;0
0;20;0
211;110;70
0;20;0
10;150;99
255;255;255
178;117;150
255;255;255
0;255;0
178;117;150
255;20;0
50;100;200
20;20;255
178;117;150
0;20;0
50;100;200
75;116;100
50;100;200
200;116;64
50;100;200
178;117;150
255;20;0
10;150;99
0;20;0
178;117;150
0;255;0
0;20;255
0;20;0
211;110;70
75;116;100
255;20;0
255;20;0
255;20;0
200;116;64
10;150;99
178;117;150
10;150;99
50;100;200
75;116;100
255;255;255
178;117;150
0;255;0
255;255;255
178;117;150
178;117;150
255;20;0
75;116;100
75;116;100
20;20;255
75;116;100
10;150;99
200;116;64
50;100;200
50;100;200
255;20;0
75;116;100
10;150;99
0;20;0
0;20;0
10;150;99
200;116;64
10;150;99
20;20;255
0;20;255
0;20;0
0;255;0
0;20;255
255;255;255
255;255;255
255;255;255
255;20;0
0;20;255
0;20;255
0;255;0
0;20;0
178;117;150
0;20;255
75;116;100
50;100;200
255;20;0
10;150;99
211;110;70
0;255;0
50;100;200
255;20;0
255;20;0
255;20;0
20;20;255
178;117;150
0;20;255
0;255;0
10;150;99
75;116;100
20;20;255
255;20;0
10;150;99
0;255;0
0;20;255
75;116;100
0;255;0
178;117;150
255;20;0
0;255;0
75;116;100
255;20;0
0;255;0
10;150;99
75;116;100
75;116;100
75;116;100
75;116;100
0;255;0
0;20;255
200;116;64
20;20;255
0;20;255
178;117;150
0;20;0
200;116;64
178;117;150
0;255;0
211;110;70
255;20;0
200;116;64
50;100;200
20;20;255
255;255;255
200;116;64
50;100;200
255;20;0
20;20;255
255;255;255
50;100;200
10;150;99
255;255;255
255;255;255
20;20;255
75;116;100
0;20;255
10;150;99
75;116;100
0;255;0
50;100;200
255;20;0
255;20;0
255;255;255
178;117;150
0;20;0
255;20;0
255;20;0
10;150;99
255;20;0
255;20;0
255;20;0
20;20;255
255;20;0
211;110;70
20;20;255
50;100;200
20;20;255
211;110;70
50;100;200
0;255;0
178;117;150
75;116;100
178;117;150
10;150;99
20;20;255
20;20;255
20;20;255
200;116;64
200;116;64
0;20;255
211;110;70
178;117;150
50;100;200
50;100;200
255;255;255
20;20;255
211;110;70
0;20;255
75;116;100
255;255;255
50;100;200
255;20;0
10;150;99
255;20;0
0;20;0
211;110;70
10;150;99
75;116;100
178;117;150
0;255;0
10;150;99
0;20;0
200;116;64
211;110;70
0;255;0
0;20;0
211;110;70
200;116;64
20;20;255
211;110;70
0;20;255
211;110;70
0;20;255
75;116;100
178;117;150
211;110;70
211;110;70
10;150;99
10;150;99
0;20;0
0;20;0
75;116;100
200;116;64
20;20;255
50;100;200
0;20;0
0;20;255
0;255;0
178;117;150
211;110;70
0;20;255
75;116;100
50;100;200
0;20;255
255;255;255
0;20;255
200;116;64
0;20;0
10;150;99
10;150;99
10;150;99
10;150;99
10;150;99
255;255;255
50;100;200
75;116;100
75;116;100
20;20;255
200;116;64
50;100;200
255;255;255
50;100;200
10;150;99
211;110;70
211;110;70
50;100;200
75;116;100
255;255;255
20;20;255
255;255;255
0;20;255
255;20;0
255;20;0
20;20;255
211;110;70
255;255;255
255;20;0
10;150;99
0;20;255
178;117;150
75;116;100
178;117;150
50;100;200
0;255;0
0;20;255
200;116;64
178;117;150
50;100;200
20;20;255
0;20;255
255;20;0
0;20;0
200;116;64
75;116;100
10;150;99
200;116;64
255;255;255
50;100;200
20;20;255
0;255;0
178;117;150
0;20;0
0;20;0
20;20;255
75;116;100
0;20;0
255;255;255
0;255;0
0;20;255
255;20;0
211;110;70
0;20;0
20;20;255
75;116;100
255;20;0
10;150;99
255;255;255
211;110;70
10;150;99
255;255;255
0;255;0
10;150;99
0;20;0
255;255;255
0;255;0
200;116;64
50;100;200
10;150;99
50;100;200
211;110;70
20;20;255
211;110;70
20;20;255
75;116;100
200;116;64
255;20;0
178;117;150
200;116;64
0;255;0
200;116;64
10;150;99
0;20;0
255;255;255
0;20;0
10;150;99
20;20;255
50;100;200
0;20;0
0;20;255
20;20;255
211;110;70
255;255;255
0;255;0
211;110;70
20;20;255
10;150;99
0;20;255
255;255;255
75;116;100
255;255;255
211;110;70
178;117;150
0;20;255
255;255;255
0;255;0
255;255;255
0;20;0
0;20;255
50;100;200
0;20;255
10;150;99
255;20;0
50;100;200
75;116;100
0;20;0
211;110;70
255;20;0
200;116;64
255;20;0
255;255;255
178;117;150
75;116;100
255;20;0
50;100;200
211;110;70
211;110;70
20;20;255
255;255;255
0;20;0
0;255;0
10;150;99
50;100;200
50;100;200
255;20;0
255;255;255
255;20;0
50;100;200
200;116;64
20;20;255
200;116;64
0;255;0
20;20;255
211;110;70
200;116;64
200;116;64
255;20;0
50;100;200
20;20;255
211;110;70
50;100;200
200;116;64
178;117;150
50;100;200
50;100;200
0;20;0
255;255;255
200;116;64
50;100;200
178;117;150
0;20;255
0;255;0
200;116;64
50;100;200
255;20;0
255;20;0
255;255;255
211;110;70
0;20;0
255;20;0
75;116;100
10;150;99
75;116;100
10;150;99
0;255;0
255;20;0
255;255;255
0;255;0
75;116;100
20;20;255
200;116;64
20;20;255
10;150;99
0;20;0
255;255;255
10;150;99
0;20;0
20;20;255
0;255;0
75;116;100
255;20;0
178;117;150
255;20;0
211;110;70
0;255;0
50;100;200
0;255;0
10;150;99
20;20;255
0;20;255
0;20;255
20;20;255
0;255;0
75;116;100
10;150;99
50;100;200
178;117;150
178;117;150
10;150;99
50;100;200
75;116;100
50;100;200
75;116;100
255;255;255
211;110;70
75;116;100
10;150;99
0;255;0
0;20;255
10;150;99
255;255;255
50;100;200
200;116;64
0;20;255
0;20;255
255;255;255
211;110;70
255;255;255
200;116;64
10;150;99
10;150;99
10;150;99
211;110;70
75;116;100
211;110;70
10;150;99
200;116;64
0;255;0
255;20;0
255;255;255
211;110;70
200;116;64
20;20;255
20;20;255
10;150;99
75;116;100
178;117;150
211;110;70
50;100;200
178;117;150
211;110;70
50;100;200
200;116;64
211;110;70
0;255;0
10;150;99
211;110;70
211;110;70
50;100;200
50;100;200
178;117;150
0;255;0
10;150;99
255;255;255
211;110;70
50;100;200
75;116;100
255;20;0
255;255;255
0;20;255
10;150;99
0;255;0
0;20;0
200;116;64
255;20;0
0;20;0
200;116;64
178;117;150
75;116;100
0;20;0
0;20;255
20;20;255
10;150;99
255;20;0
20;20;255
50;100;200
75;116;100
178;117;150
75;116;100
0;20;255
255;20;0
0;255;0
0;20;0
211;110;70
0;20;0
50;100;200
50;100;200
10;150;99
255;20;0
255;255;255
255;255;255
0;20;255
0;20;0
75;116;100
0;20;255
75;116;100
0;20;0
10;150;99
10;150;99
20;20;255
200;116;64
255;255;255
20;20;255
10;150;99
0;20;255
0;255;0
10;150;99
200;116;64
0;20;0
255;255;255
200;116;64
10;150;99
20;20;255
200;116;64
0;20;255
0;20;255
255;255;255
75;116;100
255;20;0
178;117;150
10;150;99
0;20;255
255;255;255
255;255;255
50;100;200
75;116;100
0;20;255
255;255;255
75;116;100
20;20;255
10;150;99
50;100;200
10;150;99
200;116;64
20;20;255
178;117;150
0;20;255
0;255;0
211;110;70
211;110;70
0;20;0
10;150;99
50;100;200
0;255;0
255;255;255
255;20;0
50;100;200
0;20;0
50;100;200
0;20;255
178;117;150
255;20;0
50;100;200
211;110;70
255;255;255
0;20;0
0;20;0
20;20;255
0;20;255
20;20;255
75;116;100
178;117;150
211;110;70
0;20;0
75;116;100
255;20;0
10;150;99
255;255;255
0;20;0
0;20;0
0;255;0
0;255;0
255;20;0
0;255;0
50;100;200
211;110;70
10;150;99
255;255;255
200;116;64
75;116;100
75;116;100
255;255;255
0;20;0
75;116;100
178;117;150
211;110;70
255;255;255
0;20;0
211;110;70
10;150;99
10;150;99
0;20;255
75;116;100
255;255;255
0;20;0
75;116;100
255;255;255
75;116;100
